,ts_code,ann_date,end_date,holder_name,hold_amount,hold_ratio
21679,002700.SZ,20190425,20190331,阿克苏众和投资管理有限公司,15840000.0,3.75
21680,002700.SZ,20190425,20190331,三环集团有限公司,11998000.0,2.84
21681,002864.SZ,20190611,20190606,苏州永乐九鼎投资中心(有限合伙),6211100.0,7.17
21682,002864.SZ,20190611,20190606,苏州天枢钟山九鼎投资中心(有限合伙),4968900.0,5.73
21683,002864.SZ,20190611,20190606,谢晓林,37171000.0,42.89
21684,002864.SZ,20190429,20190331,吴杰,884600.0,1.02
21685,002864.SZ,20190429,20190331,张水平,1480400.0,1.71
21686,002864.SZ,20190429,20190331,张志红,1468200.0,1.69
21687,002864.SZ,20190429,20190331,谢晓林,37171000.0,42.89
21688,002864.SZ,20190429,20190331,苏州永乐九鼎投资中心(有限合伙),6500000.0,7.5
21689,002864.SZ,20190429,20190331,嘉兴春秋晋文九鼎投资中心(有限合伙),2990000.0,3.45
21690,002864.SZ,20190429,20190331,谢晓锋,860000.0,0.99
21691,002550.SZ,20190615,20190613,赵人谊,25000000.0,1.95
21692,002550.SZ,20190615,20190613,王轲,38209600.0,2.99
21693,002550.SZ,20190615,20190613,周冠新,26750000.0,2.09
21694,002550.SZ,20190615,20190613,张素芬,13470000.0,1.05
21695,002550.SZ,20190615,20190613,邹少波,12043249.0,0.94
21696,002550.SZ,20190615,20190613,蒋建平,42567000.0,3.33
21697,002550.SZ,20190615,20190613,刘军,24059644.0,1.88
21698,002550.SZ,20190615,20190613,佟宪,8720000.0,0.68
21699,002550.SZ,20190615,20190613,赵刚,102701000.0,8.02
21700,002550.SZ,20190615,20190613,王耀方,255402000.0,19.95
21701,002696.SZ,20190430,20190331,全国社保基金六零四组合,9813700.0,2.48
21702,002696.SZ,20190430,20190331,新余火星人投资管理合伙企业(有限合伙),45923781.0,11.62
21703,002696.SZ,20190430,20190331,北信瑞丰基金-工商银行-富立天瑞华商投资管理有限公司-富立天瑞华商凤凰山六号私募投资基金,12121661.0,3.07
21704,002696.SZ,20190430,20190331,蔡晶,29704335.0,7.51
21705,002696.SZ,20190430,20190331,华夏人寿保险股份有限公司-自有资金,5143717.0,1.3
21706,002696.SZ,20190430,20190331,基本养老保险基金九零二组合,3897610.0,0.99
21707,002696.SZ,20190430,20190331,兴业国际信托有限公司-兴业信托-百洋股份1号员工持股集合资金信托计划,3964230.0,1.0
21708,002696.SZ,20190430,20190331,中国建设银行股份有限公司-景顺长城量化精选股票型证券投资基金,8010455.0,2.03
21709,002696.SZ,20190430,20190331,深圳市楷魔视界管理咨询有限公司,8047883.0,2.04
21710,002696.SZ,20190430,20190331,孙忠义,133386946.0,33.74
21711,300266.SZ,20190419,20190417,兴源控股集团有限公司,158005112.0,10.1
21712,300266.SZ,20190419,20190417,新希望投资集团有限公司,369205729.0,23.6
21713,300266.SZ,20190430,20190331,沈少鸿,14836848.0,0.95
21714,300266.SZ,20190430,20190331,华安未来资产-工商银行-杭州环山投资管理合伙企业(有限合伙),14377638.0,0.92
21715,300266.SZ,20190430,20190331,兴源控股集团有限公司,527210841.0,33.7
21716,300266.SZ,20190430,20190331,百年人寿保险股份有限公司-万能保险产品,17448160.0,1.12
21717,300266.SZ,20190430,20190331,双兴棋,20596486.0,1.32
21718,300266.SZ,20190430,20190331,中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金,15429431.0,0.99
21719,300266.SZ,20190430,20190331,钟伟尧,17933504.0,1.15
21720,300266.SZ,20190430,20190331,陕西省国际信托股份有限公司-陕国投·聚宝盆2号证券投资集合资金信托计划,13616038.0,0.87
21721,300275.SZ,20190426,20190331,张健媛,2912976.0,1.77
21722,300275.SZ,20190426,20190331,嘉实基金-农业银行-农银汇理(上海)资产管理有限公司,2882500.0,1.75
21723,300275.SZ,20190426,20190331,中央汇金资产管理有限责任公司,2286700.0,1.39
21724,300275.SZ,20190426,20190331,全国社保基金五零四组合,7368911.0,4.49
21725,300275.SZ,20190426,20190331,梁仲佑,968202.0,0.59
21726,300275.SZ,20190426,20190331,易俊玲,917300.0,0.56
21727,300275.SZ,20190426,20190331,马焰,49104800.0,29.89
21728,300275.SZ,20190426,20190331,叶立胜,10550000.0,6.42
21729,300275.SZ,20190426,20190331,谢兴智,1601300.0,0.97
21730,300275.SZ,20190426,20190331,程岩,1275000.0,0.78
21731,300615.SZ,20190425,20190331,刘辉,21967200.0,14.92
21732,300615.SZ,20190425,20190331,袁铮,396000.0,0.27
21733,300615.SZ,20190425,20190331,程晓黎,540000.0,0.37
21734,300615.SZ,20190425,20190331,林艳金,810000.0,0.55
21735,300615.SZ,20190425,20190331,秦杰,810000.0,0.55
21736,300615.SZ,20190425,20190331,付国武,420000.0,0.29
21737,300615.SZ,20190425,20190331,张所秋,1215002.0,0.83
21738,300615.SZ,20190425,20190331,范钦智,406440.0,0.28
21739,300615.SZ,20190425,20190331,石伟平,47995200.0,32.59
21740,300615.SZ,20190425,20190331,薛枫,32097600.0,21.8
21741,300309.SZ,20190426,20190331,南通元鼎投资有限公司,8498583.0,0.98
21742,300309.SZ,20190426,20190331,华夏成长证券投资基金,24467128.0,2.81
21743,300309.SZ,20190426,20190331,全国社保基金四零三组合,10574318.0,1.21
21744,300309.SZ,20190426,20190331,李莉,11411901.0,1.31
21745,300309.SZ,20190426,20190331,招商银行股份有限公司-东方红睿丰灵活配置混合型证券投资基金(LOF),16621952.0,1.91
21746,300309.SZ,20190426,20190331,董万春,6235397.0,0.72
21747,300309.SZ,20190426,20190331,郭仁祥,74787535.0,8.58
21748,300309.SZ,20190426,20190331,高怀雪,262839060.0,30.17
21749,300309.SZ,20190426,20190331,姚庆,44962200.0,5.16
21750,300309.SZ,20190426,20190331,徐博,68959080.0,7.91
21751,300746.SZ,20190426,20190331,岑政平,1500000.0,0.71
21752,300746.SZ,20190426,20190331,浙江城建集团股份有限公司,135000000.0,64.16
21753,300746.SZ,20190426,20190331,海盐三马标准件有限公司,239300.0,0.11
21754,300746.SZ,20190426,20190331,杨小军,1500000.0,0.71
21755,300746.SZ,20190426,20190331,周丽萌,3000000.0,1.43
21756,300746.SZ,20190426,20190331,叶军,4500000.0,2.14
21757,300746.SZ,20190426,20190331,古鹏,4500000.0,2.14
21758,300746.SZ,20190426,20190331,王辉,300600.0,0.14
21759,300746.SZ,20190426,20190331,孟星,360000.0,0.17
21760,300746.SZ,20190426,20190331,上海融玺创业投资管理有限公司,7800000.0,3.71
21761,300481.SZ,20190426,20190331,交通银行股份有限公司-浦银安盛增长动力灵活配置混合型证券投资基金,1700000.0,0.66
21762,300481.SZ,20190426,20190331,北京芯动能投资基金(有限合伙),5973120.0,2.32
21763,300481.SZ,20190426,20190331,杨绍刚,2000000.0,0.78
21764,300481.SZ,20190426,20190331,财通基金-宁波银行-湖北鼎锋长江产业投资基金合伙企业(有限合伙),2986560.0,1.16
21765,300481.SZ,20190426,20190331,民权中证国投创业投资基金(有限合伙),2723680.0,1.06
21766,300481.SZ,20190426,20190331,中国工商银行-浦银安盛价值成长混合型证券投资基金,2928686.0,1.14
21767,300481.SZ,20190426,20190331,新余惠龙投资有限公司,5003250.0,1.95
21768,300481.SZ,20190426,20190331,常庆彬,2400000.0,0.93
21769,300481.SZ,20190426,20190331,濮阳市奥城实业有限公司,119243000.0,46.39
21770,300481.SZ,20190426,20190331,中国工商银行股份有限公司-诺安成长混合型证券投资基金,6322485.0,2.46
21771,002865.SZ,20190430,20190331,陆小红,4500000.0,3.7
21772,002865.SZ,20190430,20190331,中国工商银行股份有限公司-南方大数据100指数证券投资基金,1331900.0,1.09
21773,002865.SZ,20190430,20190331,海马汽车有限公司,1183275.0,0.97
21774,002865.SZ,20190430,20190331,厦门达晨聚圣创业投资合伙企业(有限合伙),494160.0,0.41
21775,002865.SZ,20190430,20190331,钟宏耀,391700.0,0.32
21776,002865.SZ,20190430,20190331,董燕华,310000.0,0.25
21777,002865.SZ,20190430,20190331,莫红远,400000.0,0.33
21778,002865.SZ,20190430,20190331,杨丽华,300000.0,0.25
21779,002865.SZ,20190430,20190331,中汽塑料(苏州)有限公司,48041370.0,39.48
21780,002865.SZ,20190430,20190331,苏州杨氏创业投资有限公司,29358630.0,24.13
21781,002656.SZ,20190426,20190331,何琳,18035902.0,2.53
21782,002656.SZ,20190426,20190331,翁华银,25765574.0,3.62
21783,002656.SZ,20190426,20190331,林永飞,66389603.0,9.32
21784,002656.SZ,20190426,20190331,东莞市长久创业投资行(有限合伙),12882787.0,1.81
21785,002656.SZ,20190426,20190331,李恩平,23446674.0,3.29
21786,002656.SZ,20190426,20190331,翁武游,19200000.0,2.69
21787,002656.SZ,20190426,20190331,翁武强,17600000.0,2.47
21788,002656.SZ,20190426,20190331,广州瑞丰集团股份有限公司,203520000.0,28.56
21789,002656.SZ,20190426,20190331,摩登大道时尚集团股份有限公司-第一期员工持股计划,17623633.0,2.47
21790,002656.SZ,20190426,20190331,江德湖,25765574.0,3.62
21791,300341.SZ,20190429,20190331,赵炳利,4375725.0,0.86
21792,300341.SZ,20190429,20190331,三明弘宇嘉投资管理有限公司,2494340.0,0.49
21793,300341.SZ,20190429,20190331,程月茴,3103600.0,0.61
21794,300341.SZ,20190429,20190331,中央汇金资产管理有限责任公司,6652000.0,1.3
21795,300341.SZ,20190429,20190331,麦克奥迪控股有限公司,208762140.0,40.92
21796,300341.SZ,20190429,20190331,中信银行股份有限公司-建信中证500指数增强型证券投资基金,2363598.0,0.46
21797,300341.SZ,20190429,20190331,三明格林斯投资管理有限公司,2300000.0,0.45
21798,300341.SZ,20190429,20190331,香港协励行有限公司,123220204.0,24.15
21799,300341.SZ,20190429,20190331,H&J HOLDINGS LIMITED,3322040.0,0.65
21800,300341.SZ,20190429,20190331,厦门竞创投资管理合伙企业(有限合伙),10485532.0,2.06
21801,300383.SZ,20190619,20190617,舟山百汇达股权投资管理合伙企业(有限合伙),496818100.0,32.24
21802,300383.SZ,20190418,20190331,耿桂芳,14798100.0,0.96
21803,300383.SZ,20190418,20190331,舟山百汇达股权投资管理合伙企业(有限合伙),512230000.0,33.24
21804,300383.SZ,20190418,20190331,金福沈,27470930.0,1.78
21805,300383.SZ,20190418,20190331,杨雨,18641684.0,1.21
21806,300383.SZ,20190418,20190331,中金盛世投资有限公司,16105124.0,1.04
21807,300383.SZ,20190418,20190331,中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金,15765358.0,1.02
21808,300383.SZ,20190418,20190331,阿布达比投资局,16796000.0,1.09
21809,300383.SZ,20190418,20190331,香港中央结算有限公司(陆股通),25504995.0,1.65
21810,300383.SZ,20190418,20190331,上海并购股权投资基金合伙企业(有限合伙),15527950.0,1.01
21811,002851.SZ,20190620,20190619,李升付,23472950.0,5.0
21812,002851.SZ,20190620,20190619,王萍,44210700.0,9.42
21813,002851.SZ,20190620,20190619,童永胜,99752175.0,21.25
21814,002851.SZ,20190427,20190331,张志,14130600.0,4.51
21815,002851.SZ,20190427,20190331,李升付,15773100.0,5.04
21816,002851.SZ,20190427,20190331,上海复星创泓股权投资基金合伙企业(有限合伙),12518881.0,4.0
21817,002851.SZ,20190427,20190331,YUN GAO,7019550.0,2.24
21818,002851.SZ,20190427,20190331,全国社保基金四零四组合,5452565.0,1.74
21819,002851.SZ,20190427,20190331,招商银行股份有限公司-鹏华新兴产业混合型证券投资基金,5283192.0,1.69
21820,002851.SZ,20190427,20190331,王晓蓉,5783935.0,1.85
21821,300752.SZ,20190427,20190331,长春融慧达投资管理中心(有限合伙),408700.0,0.56
21822,300752.SZ,20190427,20190331,吕小霞,1330000.0,1.83
21823,300752.SZ,20190427,20190331,中投长春创业投资基金管理有限公司-长春中投金盛投资合伙企业(有限合伙),4087200.0,5.63
21824,300752.SZ,20190427,20190331,深圳市欣盛杰投资有限公司,9500000.0,13.07
21825,300752.SZ,20190427,20190331,吴新理,36669950.0,50.47
21826,300752.SZ,20190427,20190331,孟岚,94600.0,0.13
21827,300752.SZ,20190427,20190331,罗乐平,109200.0,0.15
21828,300752.SZ,20190427,20190331,张军,115200.0,0.16
21829,300752.SZ,20190427,20190331,彭英海,118000.0,0.16
21830,300752.SZ,20190427,20190331,共青城金湖众诚投资管理合伙企业(有限合伙),2500050.0,3.44
21831,300242.SZ,20190426,20190331,深圳市一号仓佳速网络有限公司,135225900.0,21.31
21832,300242.SZ,20190426,20190331,傅晗,5416356.0,0.85
21833,300242.SZ,20190426,20190331,周建禄,23990078.0,3.78
21834,300242.SZ,20190426,20190331,甄勇,13812579.0,2.18
21835,300242.SZ,20190426,20190331,上银基金-浦发银行-上银基金财富43号资产管理计划,64388960.0,10.15
21836,300242.SZ,20190426,20190331,陈忠伟,9080740.0,1.43
21837,300242.SZ,20190426,20190331,华夏人寿保险股份有限公司-万能保险产品,10008452.0,1.58
21838,300242.SZ,20190426,20190331,李佳宇,31574549.0,4.98
21839,300242.SZ,20190426,20190331,吴限香,6204700.0,0.98
21840,300242.SZ,20190426,20190331,许尚龙,7000000.0,1.1
21841,300553.SZ,20190426,20190331,杭州士兰创业投资有限公司,1152435.0,2.4
21842,300553.SZ,20190426,20190331,杨全勇,4235294.0,8.82
21843,300553.SZ,20190426,20190331,赵良梁,2117647.0,4.41
21844,300553.SZ,20190426,20190331,陈旭初,778235.0,1.62
21845,300553.SZ,20190426,20190331,杭州集智投资有限公司,5000000.0,10.42
21846,300553.SZ,20190426,20190331,张加庆,2117647.0,4.41
21847,300553.SZ,20190426,20190331,石小英,4500000.0,9.38
21848,300553.SZ,20190426,20190331,楼荣伟,6819117.0,14.21
21849,300553.SZ,20190426,20190331,陈向东,1129412.0,2.35
21850,300553.SZ,20190426,20190331,吴殿美,5558824.0,11.58
21851,300573.SZ,20190724,20190723,刘继东,25484000.0,30.92
21852,300573.SZ,20190724,20190723,桐实投资有限公司,13059400.0,15.843
21853,300573.SZ,20190528,20190527,桐实投资有限公司,13883700.0,16.843
21854,300573.SZ,20190528,20190527,刘继东,25484000.0,30.92
21855,300573.SZ,20190528,20190527,桐实投资有限公司,13653700.0,16.564
21856,300573.SZ,20190424,20190423,"Lilly Asia Ventures Fund II,L.P.",4739700.0,5.75
21857,300573.SZ,20190424,20190423,桐实投资有限公司,13883700.0,16.843
21858,300573.SZ,20190424,20190423,刘继东,25484000.0,30.92
21859,300573.SZ,20190418,20190416,"Lilly Asia Ventures Fund II,L.P.",5400000.0,6.551
21860,300573.SZ,20190418,20190416,刘继东,25484000.0,30.9159
21861,002779.SZ,20190425,20190331,李卫峰,3960000.0,3.0
21862,002779.SZ,20190425,20190331,漳州市笑天投资管理有限公司,5940000.0,4.5
21863,002779.SZ,20190425,20190331,江安东,2144700.0,1.62
21864,002779.SZ,20190425,20190331,蔡艺平,1554538.0,1.18
21865,002779.SZ,20190425,20190331,杨海岳,1980000.0,1.5
21866,002779.SZ,20190425,20190331,中坚机电集团有限公司,68042700.0,51.55
21867,002779.SZ,20190425,20190331,吴明根,7286400.0,5.52
21868,002779.SZ,20190425,20190331,赵爱娱,4860900.0,3.68
21869,002779.SZ,20190425,20190331,吴晨璐,3465000.0,2.63
21870,002779.SZ,20190425,20190331,吴展,3465000.0,2.63
21871,300311.SZ,20190625,20190621,景晓军,250810286.0,36.8845
21872,300311.SZ,20190618,20190614,景晓军,258758086.0,38.0533
21873,300311.SZ,20190427,20190331,丁伟国,14122812.0,2.07
21874,300311.SZ,20190427,20190331,蒋利琴,12773471.0,1.87
21875,300311.SZ,20190427,20190331,中央汇金资产管理有限责任公司,5744532.0,0.84
21876,300311.SZ,20190427,20190331,景玉林,5805951.0,0.85
21877,300311.SZ,20190427,20190331,刘宏强,6650000.0,0.98
21878,300311.SZ,20190427,20190331,尹景,8120000.0,1.19
21879,300311.SZ,20190427,20190331,杨芳军,5460000.0,0.8
21880,300311.SZ,20190427,20190331,深圳市华信行投资合伙企业(有限合伙),36129454.0,5.3
21881,300380.SZ,20190424,20190331,上海安硕科技发展有限公司,43164542.0,31.41
21882,300380.SZ,20190424,20190331,中央汇金资产管理有限责任公司,2061200.0,1.5
21883,300380.SZ,20190424,20190331,杨俊武,1109700.0,0.81
21884,300380.SZ,20190424,20190331,谢俊元,1240000.0,0.9
21885,300380.SZ,20190424,20190331,翟涛,4667282.0,3.4
21886,300380.SZ,20190424,20190331,高鸣,9654476.0,7.02
21887,300380.SZ,20190424,20190331,高勇,10132650.0,7.37
21888,300380.SZ,20190424,20190331,祝若川,3346374.0,2.43
21889,300380.SZ,20190424,20190331,陆衍,616374.0,0.45
21890,300380.SZ,20190424,20190331,侯小东,2749278.0,2.0
21891,300188.SZ,20190718,20190716,郭永芳,134144350.0,16.68
21892,300188.SZ,20190718,20190716,国投智能科技有限公司,125475942.0,15.6
21893,300188.SZ,20190718,20190716,李国林,71323360.0,8.87
21894,300188.SZ,20190429,20190331,李国林,94923360.0,11.94
21895,300188.SZ,20190429,20190331,苏学武,16400236.0,2.06
21896,300188.SZ,20190429,20190331,中信银行股份有限公司-交银施罗德新生活力灵活配置混合型证券投资基金,16760193.0,2.11
21897,300188.SZ,20190429,20190331,中国建设银行股份有限公司-交银施罗德阿尔法核心混合型证券投资基金,17887581.0,2.25
21898,300188.SZ,20190429,20190331,中国工商银行股份有限公司-交银施罗德持续成长主题混合型证券投资基金,10451781.0,1.31
21899,300188.SZ,20190429,20190331,刘冬颖,40960000.0,5.15
21900,300188.SZ,20190429,20190331,中国工商银行股份有限公司-泓德泓富灵活配置混合型证券投资基金,8602404.0,1.08
21901,002741.SZ,20190430,20190331,郑靭,24912880.0,6.66
21902,002741.SZ,20190430,20190331,郑侠,23490000.0,6.28
21903,002741.SZ,20190430,20190331,全国社保基金一一四组合,3567129.0,0.95
21904,002741.SZ,20190430,20190331,郑若龙,3992952.0,1.07
21905,002741.SZ,20190430,20190331,陈汉昭,24912880.0,6.66
21906,002741.SZ,20190430,20190331,中国银行股份有限公司-景顺长城优选混合型证券投资基金,4171055.0,1.11
21907,002741.SZ,20190430,20190331,汕头市锦煌投资有限公司,17280000.0,4.62
21908,002741.SZ,20190430,20190331,新余市创景投资有限公司,12000000.0,3.21
21909,002741.SZ,20190430,20190331,广东光华科技股份有限公司-第一期员工持股计划,10553363.0,2.82
21910,002741.SZ,20190430,20190331,郑创发,129180000.0,34.52
21911,300783.SZ,20190711,20190712,中国石油天然气集团公司企业年金计划--中国工商银行股份有限公司,7632.0,0.0019
21912,300783.SZ,20190711,20190712,中国国际金融股份有限公司,100743.0,0.03
21913,300783.SZ,20190711,20190712,上海自友投资管理有限公司,1908000.0,0.48
21914,300783.SZ,20190711,20190712,安徽燎原投资管理有限公司,6696000.0,1.67
21915,300783.SZ,20190711,20190712,安徽松果投资管理中心(有限合伙),7056000.0,1.76
21916,300783.SZ,20190711,20190712,Gao Zheng Capital Limited,16920000.0,4.22
21917,300783.SZ,20190711,20190712,上海自友松鼠投资中心(有限合伙),17388000.0,4.34
21918,300783.SZ,20190711,20190712,LT GROWTHINVESTMENT IX (HK) LIMITED,67104000.0,16.73
21919,300783.SZ,20190711,20190712,NICE GROWTH LIMITED,82656000.0,20.61
21920,300783.SZ,20190711,20190712,章燎源,160272000.0,39.97
21921,300749.SZ,20190427,20190331,中山市建达饰品有限公司,2730000.0,2.4
21922,300749.SZ,20190427,20190331,曹岩,7600000.0,6.67
21923,300749.SZ,20190427,20190331,张燕,2250000.0,1.97
21924,300749.SZ,20190427,20190331,林根法,2600000.0,2.28
21925,300749.SZ,20190427,20190331,林彩菊,6972000.0,6.12
21926,300749.SZ,20190427,20190331,林新达,35388000.0,31.05
21927,300749.SZ,20190427,20190331,中山市凯悦投资企业(有限合伙),4914000.0,4.31
21928,300749.SZ,20190427,20190331,任丽峰,2500000.0,2.19
21929,300749.SZ,20190427,20190331,中山市顶盛企业管理咨询有限公司,1844500.0,1.62
21930,300749.SZ,20190427,20190331,孟福卿,1650000.0,1.45
21931,300575.SZ,20190729,20190624,周学进,20675920.0,15.66
21932,300575.SZ,20190729,20190624,吴耀军,39736620.0,30.1
21933,300575.SZ,20190729,20190624,张骥,7920000.0,6.0
21934,300575.SZ,20190429,20190331,兴业银行股份有限公司-天弘永定价值成长混合型证券投资基金,1085417.0,1.48
21935,300575.SZ,20190429,20190331,Jiuding Mercury Limited,2346199.0,3.2
21936,300575.SZ,20190429,20190331,苏州周原九鼎投资中心(有限合伙),2109550.0,2.88
21937,300575.SZ,20190429,20190331,中国工商银行-上投摩根内需动力股票型证券投资基金,893498.0,1.22
21938,300575.SZ,20190429,20190331,中国工商银行股份有限公司-广发轮动配置混合型证券投资基金,673758.0,0.92
21939,300575.SZ,20190429,20190331,中国工商银行股份有限公司-富国创新科技混合型证券投资基金,624150.0,0.85
21940,300575.SZ,20190429,20190331,周学进,11864400.0,16.18
21941,002726.SZ,20190618,20190614,龙大食品集团有限公司,121414000.0,16.07
21942,002726.SZ,20190618,20190614,蓝润发展控股集团有限公司,226066000.0,29.92
21943,002726.SZ,20190618,20190614,莱阳银龙投资有限公司,60520000.0,8.01
21944,002726.SZ,20190618,20190614,伊藤忠(中国)集团有限公司,109610500.0,14.51
21945,002726.SZ,20190618,20190614,伊藤忠(中国)集团有限公司,102055100.0,13.5074
21946,002726.SZ,20190427,20190331,广州筑航实业有限公司,14867593.0,1.97
21947,002726.SZ,20190427,20190331,中央汇金资产管理有限责任公司,7319350.0,0.97
21948,002726.SZ,20190427,20190331,华宝信托有限责任公司-华宝-丰利3号单一资金信托,7980393.0,1.06
21949,002726.SZ,20190427,20190331,陕西省国际信托股份有限公司-陕国投·永利28号证券投资集合资金信托计划,10595646.0,1.4
21950,002726.SZ,20190427,20190331,四川省水电投资经营集团有限公司,14831037.0,1.96
21951,300516.SZ,20190530,20190603,华中光电技术研究所,69900000.0,58.25
21952,300516.SZ,20190530,20190603,北京派鑫科贸有限公司,17100000.0,14.25
21953,300516.SZ,20190426,20190331,中国银行股份有限公司-国投瑞银国家安全灵活配置混合型证券投资基金,420008.0,0.35
21954,300516.SZ,20190426,20190331,王瑞琦,276554.0,0.23
21955,300516.SZ,20190426,20190331,陈贵阳,390000.0,0.33
21956,300516.SZ,20190426,20190331,林松柏,365400.0,0.3
21957,300516.SZ,20190426,20190331,陈卫清,250000.0,0.21
21958,300516.SZ,20190426,20190331,王建梅,350000.0,0.29
21959,300516.SZ,20190426,20190331,华中光电技术研究所,69900000.0,58.25
21960,300516.SZ,20190426,20190331,北京派鑫科贸有限公司,17100000.0,14.25
21961,300724.SZ,20190426,20190331,左国军,26617615.0,8.32
21962,300724.SZ,20190426,20190331,梁美珍,28450650.0,8.89
21963,300724.SZ,20190426,20190331,蒋泽宇,14225326.0,4.45
21964,300724.SZ,20190426,20190331,蒋婉同,14225325.0,4.45
21965,300724.SZ,20190426,20190331,深圳市富海银涛叁号投资合伙企业(有限合伙),31250400.0,9.77
21966,300724.SZ,20190426,20190331,上海科升创业投资中心(有限合伙),9375360.0,2.93
21967,300724.SZ,20190426,20190331,苏州松禾成长二号创业投资中心(有限合伙),9375360.0,2.93
21968,300724.SZ,20190426,20190331,李时俊,13677102.0,4.27
21969,300724.SZ,20190426,20190331,伍波,10937215.0,3.42
21970,300724.SZ,20190426,20190331,张勇,10937215.0,3.42
21971,002775.SZ,20190429,20190331,孙潜,7280000.0,1.42
21972,002775.SZ,20190429,20190331,高育慧,2496000.0,0.49
21973,002775.SZ,20190429,20190331,深圳文科园林股份有限公司回购专用证券账户,9585832.0,1.87
21974,002775.SZ,20190429,20190331,百年人寿保险股份有限公司-万能保险产品,3949546.0,0.77
21975,002775.SZ,20190429,20190331,恒大人寿保险有限公司-万能组合B,8732624.0,1.7
21976,002775.SZ,20190429,20190331,深圳市泽广投资有限公司,24960000.0,4.87
21977,002775.SZ,20190429,20190331,胡元明,10088000.0,1.97
21978,002775.SZ,20190429,20190331,深圳市文科控股有限公司,106496000.0,20.77
21979,002775.SZ,20190429,20190331,赵文凤,30950400.0,6.04
21980,002775.SZ,20190429,20190331,李从文,84344000.0,16.45
21981,002608.SZ,20190420,20190331,中国国有企业结构调整基金股份有限公司,78740157.0,2.08
21982,002608.SZ,20190420,20190331,江苏舜天船舶股份有限公司破产企业财产处置专用账户,57309894.0,1.52
21983,002608.SZ,20190420,20190331,江苏舜天资产经营有限公司,20390244.0,0.54
21984,002608.SZ,20190420,20190331,江苏舜天国际集团机械进出口有限公司,77494156.0,2.05
21985,002608.SZ,20190420,20190331,江苏省国信集团有限公司,2483714814.0,65.74
21986,002608.SZ,20190420,20190331,上海浦东发展银行股份有限公司南京分行,33681925.0,0.89
21987,002608.SZ,20190420,20190331,江苏银行股份有限公司,27900026.0,0.74
21988,002608.SZ,20190420,20190331,江苏舜天国际集团有限公司,167889569.0,4.44
21989,002608.SZ,20190420,20190331,南京银行股份有限公司,92874289.0,2.46
21990,002608.SZ,20190420,20190331,深圳华侨城资本投资管理有限公司,419947506.0,11.12
21991,300337.SZ,20190510,20190507,沈于蓝,102217600.0,12.44
21992,300337.SZ,20190510,20190507,沈健生,147197621.0,17.91
21993,300337.SZ,20190510,20190507,无锡新邦科技有限公司,180822400.0,22.0
21994,300337.SZ,20190420,20190419,无锡新邦科技有限公司,180822400.0,22.0
21995,300337.SZ,20190420,20190419,沈健生,147197621.0,17.91
21996,300337.SZ,20190420,20190419,沈于蓝,102217600.0,12.44
21997,300337.SZ,20190420,20190419,单宇,41096005.0,5.0
21998,300337.SZ,20190425,20190331,沈健生,147197621.0,17.91
21999,300337.SZ,20190425,20190331,周建林,6936100.0,0.84
22000,300337.SZ,20190425,20190331,无锡新邦科技有限公司,180822400.0,22.0
22001,300600.SZ,20190429,20190331,长江证券股份有限公司,1180040.0,0.7
22002,300600.SZ,20190429,20190331,苏州国发建富创业投资企业(有限合伙),1507029.0,0.89
22003,300600.SZ,20190429,20190331,无锡国联浚源创业投资中心(有限合伙),2525400.0,1.5
22004,300600.SZ,20190429,20190331,王华,3620000.0,2.15
22005,300600.SZ,20190429,20190331,龚瑞良,65250000.0,38.69
22006,300600.SZ,20190429,20190331,苏州国发融富创业投资企业(有限合伙),3649060.0,2.16
22007,300600.SZ,20190429,20190331,全国社保基金一零二组合,3943561.0,2.34
22008,300600.SZ,20190429,20190331,苏州瑞特投资有限公司,20880000.0,12.38
22009,300600.SZ,20190429,20190331,苏州开瑞投资企业(有限合伙),6786000.0,4.02
22010,300600.SZ,20190429,20190331,常州市中科江南股权投资中心(有限合伙),6000000.0,3.56
22011,300252.SZ,20190626,20190624,郑军,48413475.0,8.38
22012,300252.SZ,20190626,20190624,赣州发展投资控股集团有限责任公司,46224306.0,8.0
22013,300252.SZ,20190626,20190624,黄昌华,181490025.0,31.41
22014,300252.SZ,20190425,20190331,天治基金-浦发银行-华宝信托-华宝浦发中叶鑫富越1号集合资金信托计划,2078635.0,0.36
22015,300252.SZ,20190425,20190331,中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金,9330879.0,1.61
22016,300252.SZ,20190425,20190331,何天明,2596559.0,0.45
22017,300252.SZ,20190425,20190331,王志明,4992604.0,0.86
22018,300252.SZ,20190425,20190331,张田,52789201.0,9.14
22019,300252.SZ,20190425,20190331,吴立平,8500000.0,1.47
22020,300252.SZ,20190425,20190331,黄昌华,198824140.0,34.41
22021,300496.SZ,20190615,20190614,越超有限公司,25555773.0,6.34
22022,300496.SZ,20190615,20190614,赵鸿飞,138330723.0,34.34
22023,300496.SZ,20190426,20190331,越超有限公司,27855706.0,6.91
22024,300496.SZ,20190426,20190331,大洋中科SPC株式会社,6380870.0,1.58
22025,300496.SZ,20190426,20190331,全国社保基金一一零组合,6066730.0,1.51
22026,300496.SZ,20190426,20190331,赵鸿飞,141974706.0,35.22
22027,300496.SZ,20190426,20190331,陈晓华,14662746.0,3.64
